method,n,seed,optimality_ratio,exact_optimum,absolute_gap,inference_time_seconds,first_loss_step,first_odd_cycle_step,parameter_count,exact_rate,unbalanced_bipartite_rate,nonbipartite_rate,odd_cycle_first_loss_rate,partition_imbalance_first_loss_rate
lookahead,16,2,1.0,1.0,0.0,0.006818473340008447,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,16,3,1.0,1.0,0.0,0.006910589180006315,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,16,4,1.0,1.0,0.0,0.006830722929989807,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,17,0,1.0,1.0,0.0,0.008523845420004316,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,17,1,1.0,1.0,0.0,0.009424415419998665,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,17,2,1.0,1.0,0.0,0.008499943339993411,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,17,3,1.0,1.0,0.0,0.008603042089998703,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,17,4,1.0,1.0,0.0,0.008525197899980375,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,20,0,1.0,1.0,0.0,0.016559155419999968,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,20,1,1.0,1.0,0.0,0.016461121659995043,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,20,2,1.0,1.0,0.0,0.015762205000009948,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,20,3,1.0,1.0,0.0,0.01681405957999226,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,20,4,1.0,1.0,0.0,0.015771357499997925,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,23,0,1.0,1.0,0.0,0.02814389626002589,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,23,1,1.0,1.0,0.0,0.0283059658300044,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,23,2,1.0,1.0,0.0,0.027755025009992024,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,23,3,1.0,1.0,0.0,0.028136990830007504,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,23,4,1.0,1.0,0.0,0.028903032070011214,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,24,0,1.0,1.0,0.0,0.03314714001002352,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,24,1,1.0,1.0,0.0,0.032147481250012745,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,24,2,1.0,1.0,0.0,0.033438486659997525,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,24,3,1.0,1.0,0.0,0.03227975750000039,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,24,4,1.0,1.0,0.0,0.03238174416001127,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,25,0,1.0,1.0,0.0,0.03867782250001248,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,25,1,1.0,1.0,0.0,0.03775980582002372,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,25,2,1.0,1.0,0.0,0.03862376624001623,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,25,3,1.0,1.0,0.0,0.03820667333002345,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,25,4,1.0,1.0,0.0,0.03810626166998185,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,30,0,1.0,1.0,0.0,0.07785833916001135,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,30,1,1.0,1.0,0.0,0.07818005625000293,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,30,2,1.0,1.0,0.0,0.07790999834998721,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,30,3,1.0,1.0,0.0,0.07818434126000282,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,30,4,1.0,1.0,0.0,0.07667141166002688,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,40,0,1.0,1.0,0.0,0.26436116541999577,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,40,1,1.0,1.0,0.0,0.2618455603999973,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,40,2,1.0,1.0,0.0,0.26147338875000053,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,40,3,1.0,1.0,0.0,0.26074096666001423,,,0.0,1.0,0.0,0.0,0.0,0.0
lookahead,40,4,1.0,1.0,0.0,0.20662914791997533,,,0.0,1.0,0.0,0.0,0.0,0.0
mlp,6,0,0.9922222222222223,0.93,0.07,0.001135717920005772,5.571428571428571,,37990.0,0.93,0.07,0.0,0.0,0.07
mlp,6,1,0.9911111111111112,0.92,0.08,0.001221929989987932,5.25,,37990.0,0.92,0.08,0.0,0.0,0.08
mlp,6,2,0.99,0.92,0.09,0.002321652509990516,5.625,7.0,37990.0,0.92,0.07,0.01,0.0,0.08
mlp,6,3,0.9833333333333333,0.86,0.15,0.0011658408400034561,5.785714285714286,5.0,37990.0,0.86,0.13,0.01,0.01,0.13
mlp,6,4,0.9833333333333333,0.85,0.15,0.0016232816699993599,5.8,,37990.0,0.85,0.15,0.0,0.0,0.15
mlp,7,0,1.0,1.0,0.0,0.001816888759994924,,,37990.0,1.0,0.0,0.0,0.0,0.0
mlp,7,1,0.9933333333333333,0.96,0.08,0.00169790417000506,7.75,7.75,37990.0,0.96,0.0,0.04,0.04,0.0
mlp,7,2,0.9958333333333332,0.98,0.05,0.00248064082999912,5.5,5.5,37990.0,0.98,0.0,0.02,0.02,0.0
mlp,7,3,1.0,1.0,0.0,0.001713604579999752,,,37990.0,1.0,0.0,0.0,0.0,0.0
mlp,7,4,0.9966666666666667,0.98,0.04,0.001748507490001384,6.5,6.5,37990.0,0.98,0.0,0.02,0.02,0.0
mlp,8,0,0.98625,0.84,0.22,0.0026937304099919324,7.875,7.333333333333333,37990.0,0.84,0.13,0.03,0.03,0.13
mlp,8,1,0.985,0.84,0.24,0.0025433558500026036,7.25,8.25,37990.0,0.84,0.12,0.04,0.01,0.15
mlp,8,2,0.983125,0.81,0.27,0.002856594169997992,9.157894736842104,6.0,37990.0,0.81,0.16,0.03,0.03,0.16
mlp,8,3,0.97625,0.73,0.38,0.00264294417001104,8.777777777777779,6.4,37990.0,0.73,0.22,0.05,0.05,0.22
mlp,8,4,0.981875,0.75,0.29,0.0028134512500036517,8.28,6.0,37990.0,0.75,0.23,0.02,0.02,0.23
mlp,9,0,0.9895,0.93,0.21,0.00385565792000302,8.285714285714286,8.333333333333334,37990.0,0.93,0.01,0.06,0.06,0.01
mlp,9,1,0.9954999999999999,0.97,0.09,0.0037244095799996765,9.666666666666666,9.666666666666666,37990.0,0.97,0.0,0.03,0.03,0.0
mlp,9,2,0.996,0.97,0.08,0.0035745258199767122,11.333333333333334,10.0,37990.0,0.97,0.02,0.01,0.01,0.02
mlp,9,3,0.993,0.96,0.14,0.0036973179200049163,6.0,6.0,37990.0,0.96,0.0,0.04,0.04,0.0
mlp,9,4,0.9940000000000001,0.96,0.12,0.0038398570799926556,9.5,9.666666666666666,37990.0,0.96,0.01,0.03,0.02,0.02
mlp,10,0,0.9843999999999999,0.81,0.39,0.005566659579990264,10.105263157894736,9.166666666666666,37990.0,0.81,0.13,0.06,0.05,0.14
mlp,10,1,0.9828,0.71,0.43,0.005244445839998604,9.96551724137931,8.75,37990.0,0.71,0.25,0.04,0.02,0.27
mlp,10,2,0.9756,0.7,0.61,0.004763624179995504,12.066666666666666,8.555555555555555,37990.0,0.7,0.21,0.09,0.09,0.21
mlp,10,3,0.986,0.75,0.35,0.0053029424999931,12.44,6.0,37990.0,0.75,0.22,0.03,0.03,0.22
mlp,10,4,0.9767999999999999,0.67,0.58,0.005255487490012396,11.515151515151516,9.0,37990.0,0.67,0.26,0.07,0.05,0.28
mlp,11,0,0.9873333333333334,0.92,0.38,0.009104975840000331,9.0,9.0,37990.0,0.92,0.0,0.08,0.08,0.0
mlp,11,1,0.9856666666666666,0.88,0.43,0.00723702750000482,10.333333333333334,10.25,37990.0,0.88,0.04,0.08,0.08,0.04
mlp,11,2,0.982,0.85,0.54,0.007712817090014121,10.666666666666666,9.0,37990.0,0.85,0.06,0.09,0.09,0.06
mlp,11,3,0.99,0.92,0.3,0.008086061249987252,11.875,10.4,37990.0,0.92,0.03,0.05,0.05,0.03
mlp,11,4,0.9826666666666667,0.86,0.52,0.007069332919991148,10.071428571428571,8.333333333333334,37990.0,0.86,0.05,0.09,0.09,0.05
mlp,12,0,0.9761111111111112,0.68,0.86,0.010154584159999949,13.09375,11.2,37990.0,0.68,0.22,0.1,0.08,0.24
mlp,12,1,0.9708333333333333,0.58,1.05,0.009653457070016828,11.976190476190476,10.928571428571429,37990.0,0.58,0.28,0.14,0.11,0.31
mlp,12,2,0.9755555555555556,0.62,0.88,0.00905979206999284,14.578947368421053,10.818181818181818,37990.0,0.62,0.27,0.11,0.11,0.27
mlp,12,3,0.975,0.58,0.9,0.009738136229980196,15.214285714285714,9.2,37990.0,0.58,0.32,0.1,0.1,0.32
mlp,12,4,0.9794444444444445,0.53,0.74,0.009533174569987705,14.638297872340425,12.333333333333334,37990.0,0.53,0.41,0.06,0.06,0.41
mlp,13,0,0.980952380952381,0.82,0.8,0.013076553750006478,13.833333333333334,14.090909090909092,37990.0,0.82,0.07,0.11,0.08,0.1
mlp,13,1,0.9738095238095238,0.77,1.1,0.012445835440003012,13.869565217391305,13.6,37990.0,0.77,0.08,0.15,0.12,0.11
mlp,13,2,0.9714285714285714,0.79,1.2,0.020275282080001417,12.19047619047619,11.5,37990.0,0.79,0.03,0.18,0.18,0.03
mlp,13,3,0.975952380952381,0.81,1.01,0.012558697080003156,10.789473684210526,9.0,37990.0,0.81,0.03,0.16,0.16,0.03
mlp,13,4,0.9795238095238095,0.83,0.86,0.01271469248999887,13.058823529411764,11.181818181818182,37990.0,0.83,0.06,0.11,0.11,0.06
mlp,14,0,0.9646938775510204,0.53,1.73,0.018053759170006713,15.851063829787234,13.9,37990.0,0.53,0.27,0.2,0.19,0.28
mlp,14,1,0.9624489795918367,0.56,1.84,0.01615251749998599,14.295454545454545,14.217391304347826,37990.0,0.56,0.21,0.23,0.18,0.26
mlp,14,2,0.9630612244897959,0.52,1.81,0.023327668760002706,15.625,13.380952380952381,37990.0,0.52,0.27,0.21,0.19,0.29
mlp,14,3,0.9728571428571429,0.51,1.33,0.016245298320009104,17.897959183673468,10.428571428571429,37990.0,0.51,0.35,0.14,0.13,0.36
mlp,14,4,0.9755102040816327,0.52,1.2,0.01725912373998648,17.5,11.909090909090908,37990.0,0.52,0.37,0.11,0.07,0.41
mlp,15,0,0.9614285714285714,0.69,2.16,0.02341296291000611,12.67741935483871,12.7,37990.0,0.69,0.01,0.3,0.29,0.02
